drug_no,name,source_link,type
VN - 15888- 12,Sotstop,dav.gov.vn,drug
VD-18104-12,SP Edonal,dav.gov.vn,drug
V2 - H12 - 13,Thuốc ho bổ phƠ viên ngậm,dav.gov.vn,drug
V1259 - H12 - 10,Thuốc ho P/H,dav.gov.vn,drug
V1259-H12-10,Thuốc ho P/H,dav.gov.vn,drug
VD-17640-12,Thuốc ho Rùa vàng,dav.gov.vn,drug
V164-H12-13,Thuốc nước khƯ huyƠt toàn chánh bổ,dav.gov.vn,drug
VN-16324-13,Thuốc tiêm Medozopen,dav.gov.vn,drug
VD-8870-09,Thuốc tiêu trĩ Safinar,dav.gov.vn,drug
VD- 8870 - 09,Thuốc tiêu trĩ Safinar,dav.gov.vn,drug
V522-H12-10,Thuốc Trị Mồ Hôi Trộm Đức Thịnh,dav.gov.vn,drug
V522-H12-10,Thuốc trị mồ hôi trộm Đức Thịnh,dav.gov.vn,drug
VN-15090-12,Thyrozol,dav.gov.vn,drug
VD-16890-12,Tibucef 1g,dav.gov.vn,drug
VN - 13275 - 11,Tienam,dav.gov.vn,drug
"VN-15921-12, VN-15922-12",Tiger Balm,dav.gov.vn,drug
"VN-15921-12, VN-15922-12",Tiger Balm,dav.gov.vn,drug
V1122-H12-10,Tiểu An Kỳ Tráng Nhi Tinh,dav.gov.vn,drug
VN-8687-09,Tisercin,dav.gov.vn,drug
VN-15702-12,Tobramycin Actavis,dav.gov.vn,drug
VD- 13181 - 10,Toplexil,dav.gov.vn,drug
VD-12721-10,Tottri,dav.gov.vn,drug
VN1-748-12,Trajenta,dav.gov.vn,drug
VN1-748-12,Trajenta,dav.gov.vn,drug
VN1-748-12,Trajenta,dav.gov.vn,drug
VN1-748-12,Trajenta,dav.gov.vn,drug
VN1-748-12,Trajenta,dav.gov.vn,drug
VN1-748-12,Trajenta,dav.gov.vn,drug
VN1-748-12,Trajenta,dav.gov.vn,drug
VN1-748-12,Trajenta,dav.gov.vn,drug
VN1-748-12,Trajenta,dav.gov.vn,drug
VN1-748-12,Trajenta,dav.gov.vn,drug
VN1-748-12,Trajenta,dav.gov.vn,drug
VN-13681-11,Tramazac,dav.gov.vn,drug
VN-7827-09,Triatec,dav.gov.vn,drug
VN-15552-12,Triderm Cream,dav.gov.vn,drug
VD-13508-10,Trikapezon Plus,dav.gov.vn,drug
VD-18114-12,Tussistad,dav.gov.vn,drug
"VN-16589-13, VN-16590-13",Twynsta,dav.gov.vn,drug
"VN-16589-13, VN-16590-13",Twynsta,dav.gov.vn,drug
"VN-16589-13, VN-16590-13",Twynsta,dav.gov.vn,drug
"VN-16589-13, VN-16590-13",Twynsta,dav.gov.vn,drug
"VN-16589-13, VN-16590-13",Twynsta,dav.gov.vn,drug
"VN-16589-13, VN-16590-13",Twynsta,dav.gov.vn,drug
VN - 13737 - 11,Tylenol 8 Hour,dav.gov.vn,drug
VN-16803-13,Ultracet,dav.gov.vn,drug
VN-16803-13,Ultracet,dav.gov.vn,drug
VN-16803-13,Ultracet,dav.gov.vn,drug
VN-16803-13,Ultracet,dav.gov.vn,drug
VN-16803-13,Ultracet,dav.gov.vn,drug
VN-16803-13,Ultracet,dav.gov.vn,drug
VN-16803-13,Ultracet,dav.gov.vn,drug
VN-14685-12,Polytar Liquid,dav.gov.vn,drug
VN-9212-09,Postinor 1,dav.gov.vn,drug
VN-9212-09,Postinor 1,dav.gov.vn,drug
VN-9212-09,Postinor-1,dav.gov.vn,drug
VN-9212-09,Postinor-1,dav.gov.vn,drug
VS-4712-09; VS-4769-10;VD-15137-11; VD-15400-11; V,Povidine,dav.gov.vn,drug
VD-18112-12,Pracetam 800,dav.gov.vn,drug
VN-16443-13,Pradaxa,dav.gov.vn,drug
VN-16443-13,Pradaxa,dav.gov.vn,drug
VN-15544-12,Praxilene,dav.gov.vn,drug
VN -15544 - 12,Praxilene,dav.gov.vn,drug
VD-17876-12,Prebufen,dav.gov.vn,drug
VD-17375-12,Prebufen-F,dav.gov.vn,drug
VN - 11940 - 11,Pregobin,dav.gov.vn,drug
VN-7983-09,Primolut N,dav.gov.vn,drug
VN-15147-12,Progestogel,dav.gov.vn,drug
V1556-H12-10,Proginvex,dav.gov.vn,drug
VN-12179-11,Progynova,dav.gov.vn,drug
VN-7325-08,Prospan cough syrup,dav.gov.vn,drug
VD-6991-09,Protamol,dav.gov.vn,drug
VN-11682-11,Pulmicort Respules,dav.gov.vn,drug
VN-11682-11,Pulmicort Respules,dav.gov.vn,drug
VN-11682-11,Pulmicort Respules,dav.gov.vn,drug
VN-11682-11,Pulmicort Respules,dav.gov.vn,drug
VN-11682-11,Pulmicort Respules,dav.gov.vn,drug
QLSP-0439-11,Que thử thai Quickstick,dav.gov.vn,drug
QLSP-0439-11,Que thử thai Quickstick,dav.gov.vn,drug
VD-19087-13,Qyliver103,dav.gov.vn,drug
VN-14520-12,Rabeprazole Teva,dav.gov.vn,drug
"VN-16032-12, VN-16033-12",Raciper,dav.gov.vn,drug
VN-14795-12,Rasoltan,dav.gov.vn,drug
QLSP-H01-12,Reditux,dav.gov.vn,drug
VN-7160-08,Regulon,dav.gov.vn,drug
VN-7160-08,Regulon (Mẫu 1),dav.gov.vn,drug
VN-7160-08,Regulon (Mẫu 2),dav.gov.vn,drug
VN1- 675 - 12,Relestat,dav.gov.vn,drug
QLĐB-350-12,Relotabin,dav.gov.vn,drug
VN-13787-11,Remeron 30,dav.gov.vn,drug
Vn1- 687 - 12,Remicade,dav.gov.vn,drug
Vn1- 687 - 12,Remicade,dav.gov.vn,drug
VN1- 687 - 12,Remicade,dav.gov.vn,drug
VN1- 687 - 12,Remicade,dav.gov.vn,drug
Vn1- 687 - 12,Remicade,dav.gov.vn,drug
VN1- 687 - 12,Remicade,dav.gov.vn,drug
VN1-687-12,Remicade,dav.gov.vn,drug
VN-7715-09,Reminyl (mẫu 1),dav.gov.vn,drug
VN-7929-09,Reminyl (mẫu 2),dav.gov.vn,drug
VD- 18599 - 13,Remos anti itch,dav.gov.vn,drug
VN-13389-11,Repace-H,dav.gov.vn,drug
VD-9784-09,Repamax,dav.gov.vn,drug
VN-11251-10,Unisofuxime Inj. 750mg,dav.gov.vn,drug
VN - 14559 - 12,UPSA-C,dav.gov.vn,drug
VN - 14559 - 12,UPSA-C,dav.gov.vn,drug
"VN-14659-12, VN-5496-08, VN-7120-08",Uruso,dav.gov.vn,drug
VD-14101-11,V Rohto LycĐe,dav.gov.vn,drug
VD- 14101 - 11,V.Rohto LycĐe,dav.gov.vn,drug
VD- 14101 - 11,V.Rohto LycĐe,dav.gov.vn,drug
VD- 14101 - 11,V.Rohto LycĐe,dav.gov.vn,drug
VD- 14101 - 11,V.rohto Lycee,dav.gov.vn,drug
VN-10148-10,Vân Nam Bạch Dược,dav.gov.vn,drug
VN-10148-10,Vân Nam Bạch Dược,dav.gov.vn,drug
VD-18848-13,Varogel,dav.gov.vn,drug
VN-16510-13,Vastarel 20mg,dav.gov.vn,drug
VN-14566-12,Venosan Retard,dav.gov.vn,drug
VN-10751-10,Ventavis,dav.gov.vn,drug
VN-10751-10,Ventavis,dav.gov.vn,drug
VN-10751-10,Ventavis,dav.gov.vn,drug
"VN-13707-11, VN-11572-10",Ventolin Nebules,dav.gov.vn,drug
VN - 10526 - 10,Vercef,dav.gov.vn,drug
VN-11190-10,Verimed,dav.gov.vn,drug
VD-16477-12,VG-5,dav.gov.vn,drug
VN-16477-12,VG-5,dav.gov.vn,drug
VD-16477-12,VG-5,dav.gov.vn,drug
V01055-H12-10,Viêm da Bảo Phương,dav.gov.vn,drug
V1055 - H12 - 10,Viêm da Bảo Phương,dav.gov.vn,drug
"VN-14801-12, VN-14800-12",Viartril-S,dav.gov.vn,drug
"VN-14801-12, VN-14800-12",Viartril-S,dav.gov.vn,drug
VD-18407-13,Vicimandol,dav.gov.vn,drug
VD-18001-12,Viciroxim,dav.gov.vn,drug
VD-19059-13,Vimotram,dav.gov.vn,drug
VD-6255-08,Vindermen,dav.gov.vn,drug
VD-18781-13,Vinocam,dav.gov.vn,drug
VN1-634-12,Vinorelsin,dav.gov.vn,drug
VD-16309-12,Vinphaxicam,dav.gov.vn,drug
VD-19063-13,Vinphazam,dav.gov.vn,drug
VD-17048-12,Vinrolac,dav.gov.vn,drug
VD-17049-12,Vinsolon,dav.gov.vn,drug
VD-18009-12,Vintolox,dav.gov.vn,drug
VD-10526-10,Vintrypsine,dav.gov.vn,drug
"VD-16893-12, VD-16894-12, VD-16895-12",Vipezon,dav.gov.vn,drug
VN - 15419 - 12,Vismed,dav.gov.vn,drug
VD-18409-13,Vitazovilin,dav.gov.vn,drug
VD-14153-11,Vixcar,dav.gov.vn,drug
VD-9239-09,Vixolis,dav.gov.vn,drug
VD-17154-12,Vixzol,dav.gov.vn,drug
VD-17154-12,Vixzol,dav.gov.vn,drug
VD-14860-11,Vorifend Forte,dav.gov.vn,drug
VN2 - 34 - 13,Votrient,dav.gov.vn,drug
VN2-34-13,VOTRIENT,dav.gov.vn,drug
VN2- 34 - 12,Votrient,dav.gov.vn,drug
VD-13154-10,Ficocyte,dav.gov.vn,drug
VN - 9158 - 09,Finiod Tablet,dav.gov.vn,drug
VD-15188-11,Flatovic,dav.gov.vn,drug
VN-7244-08,Flexen,dav.gov.vn,drug
VD-13982-11,Flodicar 5mg MR,dav.gov.vn,drug
VN-5513-10,Flucofast,dav.gov.vn,drug
VN-15186-12,Flucozal 150,dav.gov.vn,drug
VN-13758-11,Fluidasa,dav.gov.vn,drug
VN-13747-11,Follitrope Inj. Prefilled Syringe,dav.gov.vn,drug
,Follitrope Inj. Prefilled Syringe,dav.gov.vn,drug
VN-3848-07,FORLAX,dav.gov.vn,drug
VN-8912-09,Formet,dav.gov.vn,drug
VN-13313-11,Fortam Inj 1g,dav.gov.vn,drug
VN-8433-09,Fosaden,dav.gov.vn,drug
VN-7270-08,Fosamax Plus,dav.gov.vn,drug
VD- 13143 - 10,Franlucat,dav.gov.vn,drug
VN-14178-11,Fraxiparine,dav.gov.vn,drug
VN-14178-12,Fraxiparine,dav.gov.vn,drug
VN-14208-11,Fucicort,dav.gov.vn,drug
VN - 14209 - 11,Fucidin,dav.gov.vn,drug
VN-5148-07,Fucidin H,dav.gov.vn,drug
VD-13480-10,Fudkid,dav.gov.vn,drug
VN-6898-08,Fudnostra,dav.gov.vn,drug
VD-14365-11,Fudtamin 1.500 mg,dav.gov.vn,drug
VN-13788-11,Fugacar,dav.gov.vn,drug
"VN-13738-11, VNVN-5616-08, VN-11118-10",Fugacar,dav.gov.vn,drug
"VN-13738-11, VN-5616-08, VN-11118-10",Fugacar,dav.gov.vn,drug
"VN-13738-11, VNVN-5616-08, VN-11118-10",Fugacar,dav.gov.vn,drug
VN-13788-11,Fugacar,dav.gov.vn,drug
VN-13788-11,Fugacar,dav.gov.vn,drug
VN-13788-11,Fugacar,dav.gov.vn,drug
VN-13738-11,Fugacar,dav.gov.vn,drug
VN-13738-11,Fugacar,dav.gov.vn,drug
"VN-13738-11, VN-5616-08, VN-11118-10","Fugacar (chewable tablet, chocolate), Fugacar, Fugacar (tablet)",dav.gov.vn,drug
"VN-13738-11, VN-5616-08, VN-11118-10","Fugacar (chewable tablet, chocolate), Fugacar, Fugacar (tablet)",dav.gov.vn,drug
VN-5616-08,Fugacar (Mẫu 1),dav.gov.vn,drug
VN-11118-10,Fugacar (Mẫu 2),dav.gov.vn,drug
VN-13738-11,Fugacar (Mẫu 3),dav.gov.vn,drug
VN-5616-08,Fugacar(Mẫu 4),dav.gov.vn,drug
Fugentin,Fugentin,dav.gov.vn,drug
VD-12351-10,Fumafer B9 Corbiere daily use,dav.gov.vn,drug
VD-11140-10,Fumafer B9 Corbiere kids,dav.gov.vn,drug
VD-11140-10,Fumafer B9 Corbiere kids,dav.gov.vn,drug
VD-11140-10,Fumafer B9 Corbiere kids,dav.gov.vn,drug
VD-11140-10,Fumafer B9 Corbiere kids,dav.gov.vn,drug
VD-11868-10,Funesten,dav.gov.vn,drug
VD-12993-10,Furocemid,dav.gov.vn,drug
VN1 - 652 - 12; VN1 - 653 - 12,Galvus Met,dav.gov.vn,drug
"VNI-652,653-12",Galvus Met,dav.gov.vn,drug
"VNI-652,653-12",Galvus Met,dav.gov.vn,drug
VD-9784-09,Repamax,dav.gov.vn,drug
VD-9784-09,Repamax,dav.gov.vn,drug
VD-9785-09,Repamax extra,dav.gov.vn,drug
VD-9785-09,Repamax extra,dav.gov.vn,drug
VD-9785-09,Repamax extra,dav.gov.vn,drug
"VN2-60-13, VN2-61-13",Resolor,dav.gov.vn,drug
VN-12623-11,Rexlar,dav.gov.vn,drug
VD-12437-10,Rheumatin,dav.gov.vn,drug
VD-12437-10,Rheumatin (30s),dav.gov.vn,drug
VD-11636-10,Rhinassin - OPC,dav.gov.vn,drug
VD-9630-09,"Rhinex - 0,05 %",dav.gov.vn,drug
"VN-14679-12, VN-15055-12",Ribazole,dav.gov.vn,drug
VD-18855-13,Risperstad 2,dav.gov.vn,drug
"VN-11549-10, VN-11550-10, VN-11551-10",Risponz,dav.gov.vn,drug
"VN-6148-08, VN-6149-08",Rocephin,dav.gov.vn,drug
VN-14964-12,Romaprolol,dav.gov.vn,drug
VN-16892-13,Ropenem,dav.gov.vn,drug
VD-9100-09,Rossar,dav.gov.vn,drug
VD-12653-10,Rossar plus,dav.gov.vn,drug
QLVX-0394-11,Rota Teq,dav.gov.vn,drug
VN-16196-13,Rotalzon,dav.gov.vn,drug
QLVX-0597-12,Rotarix,dav.gov.vn,drug
VN2-40-13,Rupafin,dav.gov.vn,drug
VD-14501-10,Rutin-Vitamin C,dav.gov.vn,drug
V568 - H12 - 10,Sâm nhung bổ thận TW3,dav.gov.vn,drug
QLSP-0643-13,Saizen,dav.gov.vn,drug
VD-15531-11,Saliment,dav.gov.vn,drug
VD-9162-09,Salonpas,dav.gov.vn,drug
VD-18885-13,Salonpas pain relief patch,dav.gov.vn,drug
VD-18885-13,Salonpas pain relief patch,dav.gov.vn,drug
VD-18885-13,Salonpas pain relief patch,dav.gov.vn,drug
VD-18885-13,Salonpas pain relief patch (mẫu 1),dav.gov.vn,drug
VD-18885-13,Salonpas pain relief patch (mẫu 2),dav.gov.vn,drug
VN-10969-10,Sanmica,dav.gov.vn,drug
VD-8740-09,Savi Alendronate,dav.gov.vn,drug
VD-14398-11,SaVi Alendronate forte,dav.gov.vn,drug
VD-14298-11,SaVi Alendronate forte,dav.gov.vn,drug
VD-15444-11,Savi Donepezil,dav.gov.vn,drug
"VD-15445-11, VD-16032-11",SaVi Glucosamine,dav.gov.vn,drug
VD-17949-12,SaViPamol Extra 500,dav.gov.vn,drug
VD-14764-11,SaViPOsmax,dav.gov.vn,drug
"VN-12550-11, VN-14237-11, VN-14238-11",Scodilol,dav.gov.vn,drug
VN-16394-13,Secnol,dav.gov.vn,drug
VD-17692-12,SEMIFLIT,dav.gov.vn,drug
VD-17692-12,SEMIFLIT,dav.gov.vn,drug
VN-16252-13,Seocem capsule,dav.gov.vn,drug
VN-15447-12,Seretide Accuhaler,dav.gov.vn,drug
VN-15447-12,Seretide Accuhaler,dav.gov.vn,drug
,Seretide Accuhaler,dav.gov.vn,drug
VN-15447-12,Seretide Accuhaler,dav.gov.vn,drug
VD-8532-09,Irbetan 150,dav.gov.vn,drug
VN1-488-11,Irinotel 100mg/5ml & 40mg/2ml,dav.gov.vn,drug
"VN-12430-11, VN-12431-11",Irnocam,dav.gov.vn,drug
VD-6550-08,Itranstad,dav.gov.vn,drug
VN-6811-08,Ivepred 500,dav.gov.vn,drug
VN-12090-11,Ixib-200,dav.gov.vn,drug
VN1-694-12,Janumet,dav.gov.vn,drug
VN-15987-12,Januvia,dav.gov.vn,drug
vVN-15326-12,Jeilcitimex,dav.gov.vn,drug
VN-9387-09,Kaccetri,dav.gov.vn,drug
VD-0275-06,Kakama,dav.gov.vn,drug
GC-0138-11,Kalimate,dav.gov.vn,drug
VN-14110-11,Kaliumchloratum,dav.gov.vn,drug
VD-15277-11,Keamine,dav.gov.vn,drug
VN - 100818 - 10,Kefentech,dav.gov.vn,drug
VN - 7875 - 09,Keppra,dav.gov.vn,drug
V1363-H12-10,Khang Minh Bát Trân Nang,dav.gov.vn,drug
V486-H12-10,Khang Minh Diệp hạ châu,dav.gov.vn,drug
V1364-H12-10,Khang Minh Lục Ṽ Nang,dav.gov.vn,drug
V1317-H12-10,Khang Minh Phong Thấp Nang,dav.gov.vn,drug
V416-H12-10,Khang Minh Thanh huyƠt,dav.gov.vn,drug
V1471-H12-10,Khang Minh Tỷ Viêm Nang,dav.gov.vn,drug
VN-5003-07,Khẩu Viêm Thanh,dav.gov.vn,drug
VN-5003-07,Khẩu Viêm Thanh,dav.gov.vn,drug
VD-12659-10,Kidmin,dav.gov.vn,drug
VN - 12957 - 11,Kilazo 1g,dav.gov.vn,drug
V863 - H12 - 10,Kim Nguyên tan sỏi hoàn,dav.gov.vn,drug
V1129-H12-10,Kim nguyên thanh nhiệt hoàn,dav.gov.vn,drug
VN-1436-12,Kimalu,dav.gov.vn,drug
VD-11521-10,Kingdomin,dav.gov.vn,drug
VD-11521-10,Kingdomin,dav.gov.vn,drug
VD-10099-10,Kingdomin Vita C,dav.gov.vn,drug
VN - 11965 - 11,Kipel,dav.gov.vn,drug
VN-12136-11,Klacid,dav.gov.vn,drug
VN-9913-10,Klacid MR,dav.gov.vn,drug
VN-5367-08,Klocedim,dav.gov.vn,drug
VN-12216-11,Klopenem,dav.gov.vn,drug
VN-9196-09,Konimag,dav.gov.vn,drug
VN - 9196 - 09,Konimag,dav.gov.vn,drug
VD-8358-09,Kremil-S  Extra,dav.gov.vn,drug
VD-8358-09,Kremil-S Extra Strength,dav.gov.vn,drug
VD-8358-09,Kremil-S Extra Strength,dav.gov.vn,drug
VD-12-74-10,Kremil-S FR,dav.gov.vn,drug
VD- 10799 - 10,Kupmebamol,dav.gov.vn,drug
VN-8048-09,Lactacyd BB,dav.gov.vn,drug
VN-8048-09,Lactacyd BB (mẫu 1),dav.gov.vn,drug
VN-8048-09,Lactacyd BB (mẫu 2),dav.gov.vn,drug
VD-16272-12,Lactacyd FH,dav.gov.vn,drug
VD-16272-12,Lactacyd FH,dav.gov.vn,drug
VD-16272-12,Lactacyd FH (Mẫu 1),dav.gov.vn,drug
"VN-11680-11, VN-11681-11",Nexium,dav.gov.vn,drug
VN-15719-12,Nexium,dav.gov.vn,drug
"VN-11680-11, VN-11681-11, VN-7463-09, VN-15719-12",Nexium cốm,dav.gov.vn,drug
VN-15719-12,Nexium IV,dav.gov.vn,drug
VN-15719-12,Nexium IV,dav.gov.vn,drug
"VN-11680-11, VN-11681-11, VN-7463-09, VN-15719-12",Nexium Mups,dav.gov.vn,drug
V274-H12-13,Nhiệt miệng Nhất Nhất,dav.gov.vn,drug
V274-H12-13,Nhiệt Miệng Nhất Nhất,dav.gov.vn,drug
VN-14596-12,Nicebiotamin,dav.gov.vn,drug
VN-10579-10,Nicomen Tablets 5mg,dav.gov.vn,drug
"VD-14912-11, VD-14183-11",Nifin,dav.gov.vn,drug
VD-17594-12,Nisitanol,dav.gov.vn,drug
VN-14216-11,Nizoral cool cream,dav.gov.vn,drug
VN-14711-12,Nizoral cool cream,dav.gov.vn,drug
VN-13197-11,Nizoral cool cream,dav.gov.vn,drug
VN-14216-11,Nizoral cool cream,dav.gov.vn,drug
VN-14216-11,Nizoral cool cream,dav.gov.vn,drug
VN-13197-11,Nizoral cream,dav.gov.vn,drug
VN-13197-11,Nizoral cream,dav.gov.vn,drug
VN-197-11,Nizoral cream,dav.gov.vn,drug
VN-14216-11,Nizoral cream,dav.gov.vn,drug
VN-13197-11,Nizoral cream,dav.gov.vn,drug
VN--14711-12,Nizoral Shampoo,dav.gov.vn,drug
VN-14711-12,Nizoral shampoo,dav.gov.vn,drug
VN-14711-12,Nizoral shampoo,dav.gov.vn,drug
VN-14711-12,Nizoral shampoo,dav.gov.vn,drug
VN-14216-11,Nizoral shampoo,dav.gov.vn,drug
VN - 14711 - 12,Nizoral shampoo,dav.gov.vn,drug
VN-14711-12,Nizoral shampoo,dav.gov.vn,drug
Vn - 14711 - 12,Nizoral shampoo,dav.gov.vn,drug
VN-8945-09,Nootropil,dav.gov.vn,drug
VN-8945-09,Nootropil,dav.gov.vn,drug
VN - 8945 - 09,Nootropil,dav.gov.vn,drug
VN-9644-10,"Norditropin Nordilet 5mg/1,5ml",dav.gov.vn,drug
VN-9644-10,"Norditropin Nordilet 5mg/1,5ml",dav.gov.vn,drug
VN-9644-10,"Norditropin Nordilet 5mg/1,5ml",dav.gov.vn,drug
VN-7264-08,Normagut,dav.gov.vn,drug
VN-7264-08,Normagut,dav.gov.vn,drug
VN-7264-08,Normagut,dav.gov.vn,drug
VN-7264-08,Normagut,dav.gov.vn,drug
VN-7159-08,Novynette (Mẫu 1),dav.gov.vn,drug
VN-7159-08,Novynette (Mẫu 2),dav.gov.vn,drug
VN-8870-09,Nurofen,dav.gov.vn,drug
VN-8870-09,Nurofen,dav.gov.vn,drug
VN-16839-13,Nuvaring,dav.gov.vn,drug
VN - 16839 - 13,Nuvaring,dav.gov.vn,drug
"VN-5003-10, VN-5004-13",Oliclinomel N4-550E/ N7-1000 E,dav.gov.vn,drug
VN-15703-12,Olopat OD,dav.gov.vn,drug
VN-16377-13,Omelupem,dav.gov.vn,drug
VN-15947-12,Omnihexol,dav.gov.vn,drug
"VD-7251-09, VD-6845-09",Magne B6 Corbiere,dav.gov.vn,drug
"VD-7251-09, VD-6845-09",Magne B6 Corbiere,dav.gov.vn,drug
VD-11250-10,Maloxid,dav.gov.vn,drug
VN - 8887 - 09,Marvelon,dav.gov.vn,drug
VN-8887-09,Marvelon,dav.gov.vn,drug
VN-8887-09,Marvelon,dav.gov.vn,drug
VN-8887-09,Marvelon,dav.gov.vn,drug
VD-8887-09,Marvelon,dav.gov.vn,drug
VN-8887-09,Marvelon,dav.gov.vn,drug
VD-8887-09,Marvelon,dav.gov.vn,drug
VN-8887-09,Marvelon,dav.gov.vn,drug
VN-8887-09,Marvelon,dav.gov.vn,drug
VN-8887-09,Marvelon,dav.gov.vn,drug
VN-8887-09,Marvelon,dav.gov.vn,drug
VN-8887-09,Marvelon,dav.gov.vn,drug
VN-8887-09,Marvelon,dav.gov.vn,drug
VD-8887-09,Marvelon,dav.gov.vn,drug
VN-8887-09,Marvelon,dav.gov.vn,drug
VN-15981-12,Maxlen 70,dav.gov.vn,drug
VN-15981-12,Maxlen-70,dav.gov.vn,drug
"VN-11196-10, VN-11195-10",Mebaal,dav.gov.vn,drug
VD-18118-12,Mebesere,dav.gov.vn,drug
"VD-17704-12, VD-17710-12, VD-17711-12, VD-17706-12",Mecefix-B.E,dav.gov.vn,drug
VN-15975-12,Medaxetine,dav.gov.vn,drug
VN-15975-12,Medaxetine,dav.gov.vn,drug
VN-15539-12,Medocef 1g,dav.gov.vn,drug
VN - 15977 - 12,Medoclav,dav.gov.vn,drug
VN-5526-10,Medoclav,dav.gov.vn,drug
VN-5528-10,Medsim,dav.gov.vn,drug
VD-15224-11,Meflavon,dav.gov.vn,drug
VD-16496-12,Megyna,dav.gov.vn,drug
VD-15525-11,Mekolactagil,dav.gov.vn,drug
VD--8944-09,Mekomorivital F,dav.gov.vn,drug
VD-15526-11,Mekomucosol,dav.gov.vn,drug
VN-15113-12,Menulon tab,dav.gov.vn,drug
VN-12243-11,Mepraz,dav.gov.vn,drug
VN-6747-08,Mercilon,dav.gov.vn,drug
VN-6747-08,Mercilon,dav.gov.vn,drug
VN-6747-08,Mercilon,dav.gov.vn,drug
VN - 6747 - 08,Mercilon,dav.gov.vn,drug
VN-6747-08,Mercilon,dav.gov.vn,drug
VN - 6747 - 08,Mercilon,dav.gov.vn,drug
VN - 6747 - 08,Mercilon,dav.gov.vn,drug
VN - 6747 - 08,Mercilon,dav.gov.vn,drug
VN - 6747 - 08,Mercilon,dav.gov.vn,drug
VN - 6747 - 08,Mercilon,dav.gov.vn,drug
VN - 15803 - 12,Merislon,dav.gov.vn,drug
VN - 15803 - 12,Merislon,dav.gov.vn,drug
VN - 15803 - 12,Merislon,dav.gov.vn,drug
VN-16532-13,Merofen,dav.gov.vn,drug
VS- 4857 - 12,Ladyfresh,dav.gov.vn,drug
,Lamictal,dav.gov.vn,drug
"VN-15907-12, VN-15906-12, VN-15905-12",Lamictal,dav.gov.vn,drug
"VN-15907-12, VN-15906-12, VN-15905-12",Lamictal,dav.gov.vn,drug
VN-15907-12,Lamictal,dav.gov.vn,drug
VN-15907-12,Lamictal,dav.gov.vn,drug
VN - 15907 - 12,Lamictal,dav.gov.vn,drug
VN-15907-12,Lamictal,dav.gov.vn,drug
VD-13558-10,Lantasim,dav.gov.vn,drug
VD-17751-12,Leopard,dav.gov.vn,drug
VN2-107-23,Levitra ODT,dav.gov.vn,drug
VN2-107-23,Levitra ODT,dav.gov.vn,drug
VN2-107-23,Levitra ODT,dav.gov.vn,drug
"VD-16800-12, VD-16801-12",Levofloxacin,dav.gov.vn,drug
VD-5641-08,Levoleo,dav.gov.vn,drug
VD-15520-11,Linavina,dav.gov.vn,drug
VD-11648-10,Linorip,dav.gov.vn,drug
VN-13224-11,Lipanthyl NT,dav.gov.vn,drug
VN-13224-11,Lipanthyl NT,dav.gov.vn,drug
VN-13224-11,Lipanthyl NT 145,dav.gov.vn,drug
VN-13224-11,Lipanthyl NT 145,dav.gov.vn,drug
VN-13224-11,Lipanthyl NT 145,dav.gov.vn,drug
VD-7124-09,Lisinopril Stada,dav.gov.vn,drug
VN-13128-11,Lisonorm,dav.gov.vn,drug
VN-9303-09,Livolin-H,dav.gov.vn,drug
V266-H12-13,LOBABRAIN,dav.gov.vn,drug
VD-15587-12,Lobamine-Cysteine,dav.gov.vn,drug
VN-16022-12,LOCATOP,dav.gov.vn,drug
"VD-11090-10, VD-11089-10",Lodimax,dav.gov.vn,drug
VD-10308-10,Lodimax plus Atenolol,dav.gov.vn,drug
VD-13559-10,Lomedium,dav.gov.vn,drug
VD-10398-10,Loperamide GSK 2mg,dav.gov.vn,drug
VD-9056-09,Losartan Stada,dav.gov.vn,drug
"VN-12944-11, VN-12945-11",Losartan-Teva,dav.gov.vn,drug
VN-16852-13,Lucentis,dav.gov.vn,drug
VN-16852-13,Lucentis,dav.gov.vn,drug
VN-16852-13,Lucentis,dav.gov.vn,drug
V1154-H12-10,Lumbrotine,dav.gov.vn,drug
VD-12332-10,Lycalci,dav.gov.vn,drug
VN-16347-13,Lyrica,dav.gov.vn,drug
VN-16347-13,Lyrica,dav.gov.vn,drug
VD-16340-12,Lysinkid,dav.gov.vn,drug
VN-13515-11,Lysopaine,dav.gov.vn,drug
VD-0125-06,Lyzatop,dav.gov.vn,drug
V243-H12-13,Mát gan giảI độc - HT,dav.gov.vn,drug
"VN-8169-09, VN-7671-09",Madopar,dav.gov.vn,drug
"VN-8169-09, VN-7671-09",Madopar HBS,dav.gov.vn,drug
"VD-7251-09, VD-6845-09",Magne B6 Corbiere,dav.gov.vn,drug
"VD-7251-09, VD-6845-09",Magne B6 Corbiere,dav.gov.vn,drug
"VD-7251-09, VD-6845-09",Magne B6 Corbiere,dav.gov.vn,drug
VN-16488-13,Panadol viên sủi,dav.gov.vn,drug
VN-11058-10,Panaflex,dav.gov.vn,drug
VN-11058-10,PANAFLEX,dav.gov.vn,drug
VN-11058-10,Panaflex,dav.gov.vn,drug
VN-11058-10,Panaflex,dav.gov.vn,drug
VN-11058-10,PANAFLEX,dav.gov.vn,drug
VN-11058-10,Panaflex,dav.gov.vn,drug
VN-11058-10,Panaflex,dav.gov.vn,drug
VN-11060-10,Panaflex Gel,dav.gov.vn,drug
VN-11060-10,Panaflex Gel,dav.gov.vn,drug
